Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
425,Sergio Reguilón,es ESP,DF,Tottenham,28-129,1996,1.4,121,2,28,61,33,3,121,4,2,50.0,0,0.0,64,293,180,4,2,1,1,1,74,10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
426,Bobby Reid,jm JAM,FW,Leicester City,32-081,1993,7.8,261,14,47,108,106,15,261,9,0,0.0,7,77.8,165,752,351,13,4,5,11,10,181,44,Matches
427,Vitor Reis,br BRA,DF,Manchester City,19-102,2006,0.0,3,1,2,1,0,0,3,1,1,100.0,0,0.0,2,3,0,0,0,0,0,0,2,0,Matches
428,Chadi Riad,ma MAR,DF,Crystal Palace,21-311,2003,1.0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0,Matches
429,Declan Rice,eng ENG,MF,Arsenal,26-100,1999,28.6,1806,71,294,846,683,74,1806,26,11,42.3,14,53.8,960,6057,3225,87,54,16,36,29,1182,88,Matches
430,Chris Richards,us USA,DF,Crystal Palace,25-027,2000,17.4,935,111,513,371,56,15,935,6,1,16.7,5,83.3,433,1947,850,5,5,0,5,5,525,1,Matches
431,Richarlison,br BRA,FW,Tottenham,27-349,1997,4.3,142,8,19,67,57,25,142,13,1,7.7,11,84.6,69,342,141,8,8,3,7,7,98,18,Matches
432,Andrew Robertson,sct SCO,DF,Liverpool,31-044,1994,24.6,1877,85,475,856,559,47,1877,18,7,38.9,10,55.6,998,4423,2541,57,48,6,24,10,1255,90,Matches
433,Antonee Robinson,us USA,DF,Fulham,27-259,1997,32.2,2339,121,741,893,739,65,2339,75,33,44.0,31,41.3,1252,6834,3937,110,59,29,40,18,1402,257,Matches
434,Jay Robinson,eng ENG,MF,Southampton,18-040,2007,0.0,6,0,2,1,4,0,6,2,1,50.0,1,50.0,2,22,17,1,1,0,0,0,2,0,Matches
435,Rodri,es ESP,MF,Manchester City,28-306,1996,0.7,65,1,12,30,24,0,65,1,0,0.0,0,0.0,34,125,42,0,2,0,0,0,49,1,Matches
436,Guido Rodríguez,ar ARG,MF,West Ham,31-012,1994,11.3,617,42,196,366,56,2,617,3,2,66.7,0,0.0,284,988,392,2,5,0,2,6,354,5,Matches
437,Mads Roerslev,dk DEN,DF,Brentford,25-304,1999,12.2,645,49,234,268,146,20,645,19,7,36.8,8,42.1,352,1630,858,17,13,0,9,6,407,54,Matches
438,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22-272,2002,30.7,1229,36,182,535,537,133,1229,145,60,41.4,66,45.5,718,5083,2908,102,62,32,102,67,866,171,Matches
439,Cristian Romero,ar ARG,DF,Tottenham,26-362,1998,15.7,1377,157,594,720,74,23,1377,4,1,25.0,2,50.0,896,4702,2893,12,18,0,10,5,936,3,Matches
440,Georginio Rutter,fr FRA,"MF,FW",Brighton,23-004,2002,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,Matches
441,José Sá,pt POR,GK,Wolves,32-097,1993,25.0,829,658,821,9,0,0,829,6,6,100.0,0,0.0,509,3070,1964,0,0,0,1,0,402,0,Matches
442,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-231,2001,16.2,840,6,46,180,621,139,839,83,37,44.6,34,41.0,535,3611,2067,79,27,43,28,37,610,222,Matches
443,Mohamed Salah,eg EGY,FW,Liverpool,32-313,1992,32.5,1481,10,87,446,967,310,1472,120,54,45.0,63,52.5,1012,6150,3209,138,54,110,102,60,1236,407,Matches
444,William Saliba,fr FRA,DF,Arsenal,24-031,2001,31.3,2657,174,1036,1495,141,18,2657,18,12,66.7,5,27.8,1640,7178,3911,16,17,1,17,7,2011,6,Matches
445,Robert Sánchez,es ESP,GK,Chelsea,27-157,1997,27.0,1128,827,1117,11,0,0,1128,0,0,,0,,759,3692,2346,0,0,0,0,0,711,0,Matches
446,Jadon Sancho,eng ENG,FW,Chelsea,25-030,2000,18.4,913,11,113,267,543,116,913,94,44,46.8,38,40.4,617,4227,2329,95,32,55,29,21,714,214,Matches
447,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-143,1997,3.1,193,8,44,123,28,7,193,1,0,0.0,1,100.0,75,297,83,0,2,0,4,1,101,2,Matches
448,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-348,1992,7.5,427,4,50,208,172,22,427,11,6,54.5,3,27.3,253,1145,566,12,13,0,15,11,296,49,Matches
449,Jeremy Sarmiento,ec ECU,MF,Brighton,22-312,2002,0.1,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,0,1,0,7,2,Matches
450,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-058,1998,26.6,954,39,156,367,441,118,954,51,15,29.4,27,52.9,525,3291,1853,67,42,26,61,41,650,164,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
451,Sávio,br BRA,"FW,MF",Manchester City,21-014,2004,19.3,1071,14,55,281,754,149,1071,111,51,45.9,39,35.1,766,6326,3494,133,44,73,42,37,834,239,Matches
452,Oliver Scarles,eng ENG,DF,West Ham,19-133,2005,6.6,420,27,140,166,118,7,420,6,1,16.7,5,83.3,190,770,445,11,9,1,10,3,243,39,Matches
453,Dane Scarlett,eng ENG,"FW,MF",Tottenham,21-031,2004,0.4,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1,Matches
454,Kevin Schade,de GER,FW,Brentford,23-148,2001,21.5,757,37,124,209,439,121,757,75,26,34.7,43,57.3,382,2730,1236,54,26,33,48,33,468,139,Matches
455,Fabian Schär,ch SUI,DF,Newcastle Utd,33-125,1991,27.7,1952,233,1038,809,116,30,1952,12,8,66.7,2,16.7,1231,5524,3109,14,21,2,11,6,1356,17,Matches
456,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-122,1992,1.1,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,4,1,1,7,0,41,9,Matches
457,Alex Scott,eng ENG,MF,Bournemouth,21-246,2003,6.8,402,18,71,219,117,16,402,24,5,20.8,12,50.0,219,1161,530,12,6,1,20,8,247,31,Matches
458,Matz Sels,be BEL,GK,Nott'ham Forest,33-057,1992,33.0,969,741,955,14,0,0,969,0,0,,0,,469,2731,1436,0,0,0,0,0,375,0,Matches
459,Nélson Semedo,pt POR,DF,Wolves,31-159,1993,27.6,1471,113,424,668,397,23,1471,60,26,43.3,26,43.3,752,4380,2257,61,36,9,35,18,837,103,Matches
460,Antoine Semenyo,gh GHA,FW,Bournemouth,25-107,2000,31.4,1448,41,174,504,802,174,1448,122,64,52.5,49,40.2,875,6678,3299,132,64,64,75,69,1012,258,Matches
461,Marcos Senesi,ar ARG,DF,Bournemouth,27-349,1997,11.2,778,64,345,375,67,12,778,9,5,55.6,4,44.4,482,2497,1464,12,14,0,5,5,492,5,Matches
462,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-341,2000,3.6,150,6,33,57,65,28,150,12,4,33.3,7,58.3,75,524,266,9,6,7,13,6,85,26,Matches
463,Luke Shaw,eng ENG,DF,Manchester Utd,29-286,1995,0.9,122,3,50,65,7,0,122,0,0,,0,,97,372,157,1,2,0,1,0,104,0,Matches
464,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-289,2005,0.0,3,0,1,0,2,0,3,0,0,,0,,1,6,6,0,0,0,0,0,2,0,Matches
465,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-257,1994,25.7,1705,42,298,675,749,127,1705,55,25,45.5,23,41.8,1068,6863,3501,92,59,30,21,31,1261,180,Matches
466,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-266,1999,9.2,338,19,81,95,173,44,338,32,10,31.3,14,43.8,166,1063,569,19,11,8,24,11,193,54,Matches
467,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-356,2006,0.3,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1,Matches
468,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-171,2005,1.1,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0,Matches
469,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-311,1999,2.6,155,7,18,41,96,23,155,20,8,40.0,10,50.0,95,744,393,19,6,10,6,3,102,38,Matches
470,Oliver Skipp,eng ENG,MF,Leicester City,24-220,2000,9.6,465,22,106,290,73,7,465,10,5,50.0,5,50.0,270,1098,535,15,7,3,11,5,319,18,Matches
471,William Smallbone,ie IRL,MF,Southampton,25-062,2000,6.8,378,15,74,186,122,14,378,5,4,80.0,1,20.0,169,707,356,5,8,1,9,5,228,21,Matches
472,Adam Smith,eng ENG,DF,Bournemouth,33-360,1991,14.7,671,34,205,316,154,6,671,15,6,40.0,6,40.0,293,1246,577,12,15,0,10,6,320,31,Matches
473,Emile Smith Rowe,eng ENG,MF,Fulham,24-270,2000,20.3,1090,20,149,518,433,52,1090,33,16,48.5,15,45.5,710,3466,1819,50,38,11,31,13,838,109,Matches
474,Dominic Solanke,eng ENG,FW,Tottenham,27-222,1997,22.8,623,31,67,285,277,108,623,50,16,32.0,31,62.0,369,2013,797,29,20,14,65,45,438,87,Matches
475,Carlos Soler,es ESP,"MF,FW",West Ham,28-112,1997,15.0,738,26,172,384,187,22,738,18,8,44.4,9,50.0,338,1678,714,16,16,4,11,14,502,33,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
476,Julio Soler,ar ARG,FW,Bournemouth,20-067,2005,0.0,4,0,2,1,1,0,4,0,0,,0,,2,2,2,0,0,0,1,0,3,0,Matches
477,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-236,1999,2.9,137,5,32,40,70,13,137,11,8,72.7,3,27.3,68,574,320,12,7,5,5,5,74,15,Matches
478,Tomáš Souček,cz CZE,MF,West Ham,30-056,1995,24.0,1074,106,295,528,255,93,1074,11,6,54.5,5,45.5,414,1240,439,6,10,3,16,10,644,58,Matches
479,Boubakary Soumaré,fr FRA,MF,Leicester City,26-056,1999,21.2,1293,60,339,817,150,17,1293,42,26,61.9,12,28.6,772,3583,1851,31,16,3,20,21,906,21,Matches
480,Djed Spence,eng ENG,DF,Tottenham,24-258,2000,15.8,1186,63,395,542,268,24,1186,66,34,51.5,25,37.9,687,4175,2244,52,39,7,24,24,755,67,Matches
481,Jay Stansfield,eng ENG,MF,Fulham,22-151,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
482,Jason Steele,eng ENG,GK,Brighton,34-249,1990,2.0,114,107,114,0,0,0,114,0,0,,0,,91,361,151,0,0,0,0,0,83,0,Matches
483,Jack Stephens,eng ENG,DF,Southampton,31-087,1994,11.9,899,96,369,446,88,10,899,4,0,0.0,4,100.0,505,2316,1086,13,11,1,1,3,640,2,Matches
484,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-137,1994,4.8,241,2,8,51,185,35,241,23,9,39.1,8,34.8,172,1258,681,25,9,15,11,14,183,71,Matches
485,Ross Stewart,sct SCO,"FW,MF",Southampton,28-287,1996,2.0,72,5,16,32,24,2,72,2,1,50.0,1,50.0,40,171,60,1,0,0,1,6,55,5,Matches
486,Jakub Stolarczyk,pl POL,GK,Leicester City,24-126,2000,6.0,241,179,236,6,0,0,241,0,0,,0,,130,592,396,0,0,0,1,0,131,0,Matches
487,John Stones,eng ENG,"DF,MF",Manchester City,30-331,1994,6.1,442,40,142,234,68,4,442,2,2,100.0,0,0.0,292,2146,1183,10,14,0,2,0,333,2,Matches
488,Jørgen Strand Larsen,no NOR,FW,Wolves,25-077,2000,26.5,669,33,81,317,272,98,669,17,7,41.2,10,58.8,318,1103,438,15,13,8,87,32,484,99,Matches
489,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-300,2000,16.3,1023,61,306,395,327,29,1023,20,9,45.0,10,50.0,553,2517,1354,32,15,7,18,4,692,76,Matches
490,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-068,2002,11.6,460,12,59,170,248,45,460,86,31,36.0,48,55.8,302,2636,1333,53,34,20,36,21,325,69,Matches
491,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-176,2001,8.7,372,9,47,147,181,38,372,39,13,33.3,18,46.2,207,1463,762,29,15,13,20,16,259,71,Matches
492,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-212,1995,10.9,309,17,80,119,116,33,309,12,4,33.3,6,50.0,174,989,399,16,8,7,24,17,189,46,Matches
493,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-181,2000,24.3,1408,23,180,684,562,92,1408,35,19,54.3,13,37.1,721,3660,2030,64,45,17,34,20,961,118,Matches
494,Matt Targett,eng ENG,DF,Newcastle Utd,29-218,1995,0.2,17,0,3,8,6,0,17,0,0,,0,,4,12,6,0,0,0,0,0,12,1,Matches
495,James Tarkowski,eng ENG,DF,Everton,32-156,1992,32.5,1706,355,974,635,106,57,1706,7,5,71.4,2,28.6,727,3610,1943,9,10,0,13,7,927,3,Matches
496,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26-033,1999,17.3,942,18,104,354,504,49,942,47,20,42.6,24,51.1,534,3260,1525,37,35,7,36,42,601,103,Matches
497,Charlie Taylor,eng ENG,DF,Southampton,31-218,1993,3.0,219,21,93,91,36,1,219,2,2,100.0,0,0.0,91,386,155,3,3,0,1,1,133,6,Matches
498,Jack Taylor,ie IRL,MF,Ipswich Town,26-305,1998,6.7,404,23,111,219,85,8,404,9,4,44.4,3,33.3,206,1203,671,11,9,1,9,6,263,18,Matches
499,Mathys Tel,fr FRA,FW,Tottenham,19-362,2005,5.5,240,1,23,86,137,26,239,25,5,20.0,17,68.0,166,942,458,14,13,5,14,8,176,45,Matches
500,Kenny Tete,nl NED,DF,Fulham,29-197,1995,15.0,919,55,297,386,243,29,919,17,8,47.1,4,23.5,475,2355,1158,33,17,7,16,10,525,40,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
501,Thiago,br BRA,FW,Brentford,23-302,2001,1.5,56,6,11,23,23,2,56,3,2,66.7,1,33.3,34,119,42,3,2,1,5,1,35,4,Matches
502,Luke Thomas,eng ENG,DF,Leicester City,23-318,2001,7.7,516,37,198,248,73,5,516,5,2,40.0,3,60.0,246,923,395,2,2,1,9,1,282,9,Matches
503,Youri Tielemans,be BEL,MF,Aston Villa,27-352,1997,32.4,2296,97,460,1324,537,41,2295,57,30,52.6,18,31.6,1242,5361,2466,37,26,9,30,28,1610,44,Matches
504,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27-323,1997,2.0,132,4,19,46,67,4,132,3,1,33.3,1,33.3,58,231,125,5,3,1,1,0,90,22,Matches
505,Jurriën Timber,nl NED,DF,Arsenal,23-311,2001,26.9,1661,51,304,859,505,66,1661,53,24,45.3,24,45.3,887,3912,2076,57,27,11,33,24,1051,104,Matches
506,Jean-Clair Todibo,fr FRA,DF,West Ham,25-115,1999,15.5,985,137,561,398,34,9,985,13,7,53.8,6,46.2,566,2524,1320,9,5,0,9,7,674,4,Matches
507,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-248,1995,1.5,88,9,32,22,34,2,88,0,0,,0,,17,57,23,0,0,0,0,0,30,4,Matches
508,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-170,1998,0.1,7,1,4,1,2,1,7,0,0,,0,,1,7,5,0,0,0,0,0,2,0,Matches
509,Sandro Tonali,it ITA,MF,Newcastle Utd,24-351,2000,24.2,1469,60,340,827,326,37,1469,31,18,58.1,10,32.3,797,4361,1854,32,31,5,23,23,1012,43,Matches
510,Pau Torres,es ESP,DF,Aston Villa,28-098,1997,19.2,1293,209,626,595,78,15,1293,17,15,88.2,2,11.8,803,5353,3503,33,20,0,3,3,923,4,Matches
511,Conor Townsend,eng ENG,DF,Ipswich Town,32-051,1993,3.7,172,28,87,50,38,5,172,0,0,,0,,53,278,136,2,2,0,2,2,75,13,Matches
512,Adama Traoré,es ESP,"FW,MF",Fulham,29-089,1996,16.9,701,2,71,254,396,83,701,85,42,49.4,32,37.6,468,3883,2119,81,40,32,30,19,532,139,Matches
513,Boubacar Traoré,ml MLI,MF,Wolves,23-247,2001,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
514,Mark Travers,ie IRL,GK,Bournemouth,25-341,1999,5.0,162,144,159,3,0,0,162,0,0,,0,,85,426,188,0,0,0,0,0,68,0,Matches
515,Ryan Trevitt,eng ENG,MF,Brentford,22-043,2003,0.0,7,1,2,4,1,0,7,0,0,,0,,4,7,2,0,0,0,0,0,4,1,Matches
516,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-217,1990,12.2,1111,42,331,495,293,10,1111,7,4,57.1,3,42.9,499,1913,1035,21,11,3,9,7,672,39,Matches
517,Leandro Trossard,be BEL,FW,Arsenal,30-141,1994,25.2,1117,15,117,350,666,137,1117,69,29,42.0,31,44.9,709,4300,1870,70,47,27,53,42,836,202,Matches
518,Kostas Tsimikas,gr GRE,DF,Liverpool,28-347,1996,7.4,607,24,136,280,195,11,607,8,4,50.0,2,25.0,298,1262,671,15,5,2,4,4,382,38,Matches
519,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-161,1997,16.1,789,89,343,347,105,6,789,10,4,40.0,6,60.0,338,1505,724,9,6,1,11,1,407,8,Matches
520,Destiny Udogie,it ITA,DF,Tottenham,22-147,2002,19.4,1287,57,353,572,376,48,1287,30,12,40.0,15,50.0,714,4005,2187,51,38,11,31,19,778,92,Matches
521,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24-013,2001,17.7,1010,40,297,558,173,14,1010,31,17,54.8,10,32.3,573,2362,1015,10,10,1,29,24,623,19,Matches
522,Lesley Ugochukwu,fr FRA,MF,Southampton,21-029,2004,15.1,749,40,174,428,153,22,749,25,17,68.0,7,28.0,409,2191,1014,24,12,6,9,9,509,19,Matches
523,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-349,1997,3.8,172,6,14,63,95,26,172,12,1,8.3,10,83.3,91,261,95,4,3,1,17,13,133,22,Matches
524,Virgil van Dijk,nl NED,DF,Liverpool,33-290,1991,33.0,2915,383,1152,1624,147,44,2915,5,3,60.0,2,40.0,1640,7894,4329,18,20,3,8,5,1996,6,Matches
525,Jamie Vardy,eng ENG,FW,Leicester City,38-103,1987,27.6,520,26,52,241,232,99,519,20,9,45.0,10,50.0,248,1304,620,27,11,14,32,12,337,104,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
526,Renato Veiga,pt POR,"DF,MF",Chelsea,21-269,2003,2.0,167,2,61,82,27,3,167,5,3,60.0,2,40.0,85,417,144,4,5,1,1,0,110,3,Matches
527,Joël Veltman,nl NED,DF,Brighton,33-099,1992,18.3,1097,64,327,540,240,10,1097,15,4,26.7,5,33.3,524,2780,1414,29,22,3,19,7,598,32,Matches
528,Micky van de Ven,nl NED,DF,Tottenham,24-005,2001,10.6,862,101,442,393,36,9,862,8,4,50.0,4,50.0,599,2790,1388,8,10,1,5,4,629,1,Matches
529,Bart Verbruggen,nl NED,GK,Brighton,22-249,2002,31.0,1226,973,1213,13,0,0,1226,2,2,100.0,0,0.0,830,3069,1548,0,1,1,2,0,789,0,Matches
530,Jannik Vestergaard,dk DEN,DF,Leicester City,32-264,1992,15.5,1092,196,572,497,28,10,1092,4,4,100.0,0,0.0,672,2932,1458,3,3,0,2,0,757,2,Matches
531,Guglielmo Vicario,it ITA,GK,Tottenham,28-199,1996,21.0,805,535,787,18,0,0,805,1,1,100.0,0,0.0,577,2679,1533,0,0,0,0,0,520,0,Matches
532,Carlos Vinícius,br BRA,"FW,MF",Fulham,30-030,1995,0.1,4,0,0,1,3,2,4,1,1,100.0,0,0.0,5,18,9,1,0,1,0,0,4,2,Matches
533,Kyle Walker,eng ENG,DF,Manchester City,34-331,1990,10.8,892,26,197,473,228,5,892,6,3,50.0,2,33.3,499,2284,1106,12,13,0,9,2,630,11,Matches
534,Kyle Walker-Peters,eng ENG,DF,Southampton,28-011,1997,30.4,1918,140,579,835,519,57,1918,82,32,39.0,37,45.1,1193,7516,4166,110,68,23,30,35,1355,132,Matches
535,Christian Walton,eng ENG,GK,Ipswich Town,29-166,1995,6.0,242,224,241,1,0,0,242,0,0,,0,,122,572,305,0,0,0,0,0,117,0,Matches
536,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-149,1997,30.0,1900,134,610,808,509,38,1900,95,51,53.7,33,34.7,887,5707,3193,93,54,12,28,20,1090,131,Matches
537,Danny Ward,wls WAL,GK,Leicester City,31-306,1993,1.5,55,40,55,0,0,0,55,1,0,0.0,1,100.0,44,176,107,0,0,0,0,0,35,0,Matches
538,Joel Ward,eng ENG,DF,Crystal Palace,35-177,1989,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
539,James Ward-Prowse,eng ENG,MF,West Ham,30-174,1994,8.4,615,28,141,368,106,5,615,4,2,50.0,2,50.0,285,1398,613,9,12,0,3,5,421,3,Matches
540,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-174,1994,4.4,205,13,49,115,45,1,205,0,0,,0,,92,407,170,1,3,0,3,3,115,3,Matches
541,Ollie Watkins,eng ENG,FW,Aston Villa,29-115,1995,25.1,620,17,46,223,360,153,618,38,9,23.7,25,65.8,363,1997,1022,50,21,35,51,44,486,143,Matches
542,Adam Webster,eng ENG,DF,Brighton,30-110,1995,6.9,569,84,279,271,22,8,569,3,1,33.3,2,66.7,326,1927,1142,7,2,0,3,1,384,2,Matches
543,Danny Welbeck,eng ENG,FW,Brighton,34-149,1990,19.6,597,13,45,256,300,86,597,35,12,34.3,20,57.1,356,1666,716,18,20,6,42,23,439,77,Matches
544,Welington,br BRA,"DF,MF",Southampton,24-064,2001,2.4,131,11,46,48,40,2,131,4,3,75.0,0,0.0,47,200,116,3,3,1,6,0,55,10,Matches
545,Timo Werner,de GER,"FW,MF",Tottenham,29-049,1996,5.7,298,8,24,78,203,33,298,19,10,52.6,8,42.1,215,1768,1062,42,24,18,14,6,227,89,Matches
546,Adam Wharton,eng ENG,MF,Crystal Palace,20-326,2004,14.0,827,27,196,439,199,10,827,10,2,20.0,8,80.0,412,1927,1019,14,22,2,14,13,510,10,Matches
547,Ben White,eng ENG,DF,Arsenal,27-198,1997,9.5,585,44,167,263,159,19,585,3,0,0.0,2,66.7,279,1040,559,10,10,3,8,4,359,27,Matches
548,Mats Wieffer,nl NED,"MF,DF",Brighton,25-159,1999,6.7,546,28,132,309,112,13,546,9,4,44.4,5,55.6,309,1328,522,6,8,1,11,8,350,10,Matches
549,Neco Williams,wls WAL,DF,Nott'ham Forest,24-011,2001,23.8,1231,136,450,437,359,35,1231,39,15,38.5,17,43.6,492,3065,1685,54,26,14,23,15,570,81,Matches
550,Willian,br BRA,"MF,FW",Fulham,36-258,1988,1.8,146,1,16,53,81,4,146,4,0,0.0,3,75.0,93,640,337,5,5,2,3,1,115,17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
551,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-247,1999,9.9,433,12,67,183,191,37,433,31,11,35.5,14,45.2,265,1805,828,31,22,11,31,22,300,68,Matches
552,Callum Wilson,eng ENG,FW,Newcastle Utd,33-056,1992,2.8,67,1,5,40,25,13,67,5,1,20.0,2,40.0,33,201,92,5,4,4,9,7,38,9,Matches
553,Harry Wilson,wls WAL,"FW,MF",Fulham,28-033,1997,9.5,441,7,60,161,228,44,441,23,9,39.1,9,39.1,266,1397,612,16,17,8,13,4,297,71,Matches
554,Harry Winks,eng ENG,MF,Leicester City,29-081,1996,17.1,1158,49,275,746,151,1,1158,12,3,25.0,8,66.7,696,3268,1522,19,13,0,13,8,827,11,Matches
555,Ben Winterburn,eng ENG,"FW,MF",Bournemouth,20-232,2004,0.3,9,0,2,5,2,1,9,0,0,,0,,6,50,40,2,0,1,0,0,6,2,Matches
556,Yoane Wissa,cd COD,FW,Brentford,28-233,1996,27.4,801,29,124,325,365,138,801,43,12,27.9,22,51.2,472,2867,1345,48,20,26,62,27,569,131,Matches
557,Chris Wood,nz NZL,FW,Nott'ham Forest,33-138,1991,27.9,637,32,76,307,256,79,634,11,4,36.4,6,54.5,316,1121,430,13,9,5,63,23,472,74,Matches
558,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-328,2002,6.9,457,54,219,212,27,2,457,5,3,60.0,1,20.0,253,1150,454,2,6,0,4,1,339,0,Matches
559,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-185,1998,11.2,608,126,345,254,9,3,608,0,0,,0,,331,1900,1111,7,3,0,4,0,389,0,Matches
560,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-054,2004,11.5,703,45,195,359,164,14,703,20,9,45.0,9,45.0,365,1929,605,12,14,2,23,16,434,42,Matches
561,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-154,1997,19.7,948,74,253,463,242,38,948,18,9,50.0,5,27.8,380,1856,850,17,18,1,23,18,490,12,Matches
562,Leny Yoro,fr FRA,DF,Manchester Utd,19-162,2005,10.9,764,70,355,359,52,10,764,3,1,33.3,2,66.7,527,2638,1446,17,10,1,2,2,563,4,Matches
563,Ashley Young,eng ENG,"DF,FW",Everton,39-289,1985,17.6,1015,51,311,433,276,9,1015,14,5,35.7,7,50.0,397,2047,1176,19,24,1,8,1,513,25,Matches
564,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-235,2002,29.6,1772,207,825,901,65,11,1772,8,5,62.5,2,25.0,1106,7165,4285,24,20,0,14,3,1109,4,Matches
565,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-130,1996,5.0,396,13,74,200,123,18,396,3,2,66.7,0,0.0,227,1119,492,10,5,3,3,4,277,12,Matches
566,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-337,2001,15.6,587,16,71,303,219,56,587,35,11,31.4,24,68.6,327,1483,523,14,21,4,41,30,418,69,Matches
567,Martin Ødegaard,no NOR,MF,Arsenal,26-128,1998,22.7,1493,6,98,625,784,103,1492,54,22,40.7,30,55.6,1032,6480,3279,79,72,23,27,38,1188,142,Matches
