Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
376,Christopher Nkunku,fr FRA,FW,Chelsea,27-161,1997,10.2,299,334,89.5,3928,760,185,202,91.6,95,103,92.2,6,6,100.0,2,2.1,1.0,-0.1,14,26,7,0,25,Matches
377,Gustavo Nunes,br BRA,"MF,FW",Brentford,19-155,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
378,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-240,1998,15.6,885,1023,86.5,13810,2479,489,535,91.4,338,381,88.7,47,71,66.2,5,4.2,3.0,+0.8,21,43,25,7,66,Matches
379,Darwin Núñez,uy URU,FW,Liverpool,25-304,1999,11.2,144,205,70.2,2149,526,78,97,80.4,43,59,72.9,12,18,66.7,2,1.2,0.4,+0.8,9,9,2,0,25,Matches
380,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,18-034,2007,9.1,304,379,80.2,4385,1143,192,208,92.3,82,107,76.6,18,35,51.4,2,1.0,1.6,+1.0,12,16,13,6,30,Matches
381,Christian Nørgaard,dk DEN,MF,Brentford,31-045,1994,26.3,985,1205,81.7,16249,5403,491,564,87.1,415,482,86.1,62,106,58.5,2,0.8,0.9,+1.2,15,119,22,3,122,Matches
382,Jake O'Brien,ie IRL,DF,Everton,23-344,2001,13.5,410,544,75.4,7332,3000,192,219,87.7,167,221,75.6,45,74,60.8,0,0.6,0.3,-0.6,6,36,8,5,39,Matches
383,Matt O'Riley,dk DEN,MF,Brighton,24-154,2000,7.5,247,311,79.4,3833,975,129,141,91.5,83,103,80.6,22,45,48.9,1,1.3,1.3,-0.3,13,22,6,0,29,Matches
384,Dara O'Shea,ie IRL,DF,Ipswich Town,26-051,1999,29.7,1079,1388,77.7,21525,9433,349,404,86.4,598,703,85.1,121,240,50.4,2,0.5,0.7,+1.5,3,81,3,1,70,Matches
385,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,17-146,2007,0.5,9,12,75.0,124,31,3,4,75.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
386,Wilson Odobert,fr FRA,FW,Tottenham,20-147,2004,5.7,158,202,78.2,2097,409,111,120,92.5,37,52,71.2,5,9,55.6,0,0.9,0.7,-0.9,5,6,10,3,19,Matches
387,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-358,1997,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
388,Caleb Okoli,it ITA,DF,Leicester City,23-285,2001,12.5,558,646,86.4,9738,3849,242,265,91.3,273,300,91.0,36,65,55.4,0,0.0,0.2,0.0,0,21,1,0,32,Matches
389,Robin Olsen,se SWE,GK,Aston Villa,35-106,1990,2.0,54,76,71.1,1466,983,10,10,100.0,31,31,100.0,13,35,37.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
390,Amadou Onana,be BEL,MF,Aston Villa,23-251,2001,15.0,589,666,88.4,9251,2316,301,319,94.4,250,278,89.9,25,35,71.4,0,0.3,0.5,-0.3,7,52,8,1,58,Matches
391,André Onana,cm CMR,GK,Manchester Utd,29-022,1996,32.0,892,1222,73.0,21204,12788,211,213,99.1,495,500,99.0,181,500,36.2,0,0.2,0.2,-0.2,1,23,0,0,1,Matches
392,Paul Onuachu,ng NGA,FW,Southampton,30-331,1994,10.9,151,246,61.4,2135,343,83,130,63.8,38,62,61.3,12,19,63.2,1,0.5,0.3,+0.5,8,13,2,0,12,Matches
393,Frank Onyeka,ng NGA,MF,Brentford,27-113,1998,0.3,6,7,85.7,71,19,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
394,Lewis Orford,eng ENG,MF,West Ham,19-065,2006,0.5,33,38,86.8,583,83,11,13,84.6,18,20,90.0,2,3,66.7,0,0.0,0.0,0.0,2,2,1,1,0,Matches
395,Stefan Ortega,de GER,GK,Manchester City,32-169,1992,12.2,373,459,81.3,8327,5597,102,105,97.1,190,196,96.9,79,154,51.3,0,0.0,0.0,0.0,0,6,0,0,0,Matches
396,William Osula,dk DEN,FW,Newcastle Utd,21-263,2003,1.0,4,10,40.0,54,24,2,7,28.6,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1,Matches
397,Dango Ouattara,bf BFA,FW,Bournemouth,23-072,2002,20.5,339,567,59.8,5400,1561,194,268,72.4,112,180,62.2,25,64,39.1,4,5.2,3.2,-1.2,31,20,23,9,41,Matches
398,Nico O’Reilly,eng ENG,DF,Manchester City,20-034,2005,5.1,275,318,86.5,3695,717,185,202,91.6,82,99,82.8,3,6,50.0,0,0.4,0.7,-0.4,4,25,1,1,13,Matches
399,Alex Palmer,eng ENG,GK,Ipswich Town,28-257,1996,9.0,191,278,68.7,5649,4148,40,42,95.2,83,83,100.0,68,153,44.4,0,0.0,0.0,0.0,1,3,0,0,1,Matches
400,Cole Palmer,eng ENG,MF,Chelsea,22-353,2002,30.5,987,1287,76.7,18682,4886,411,479,85.8,405,478,84.7,148,250,59.2,8,9.2,7.9,-1.2,76,141,58,15,191,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
401,Emerson Palmieri,it ITA,DF,West Ham,30-264,1994,21.4,791,992,79.7,11534,4312,477,532,89.7,252,314,80.3,42,97,43.3,1,1.5,2.2,-0.5,16,45,13,5,60,Matches
402,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-240,1997,24.1,990,1285,77.0,16300,5188,522,624,83.7,342,434,78.8,102,163,62.6,0,3.0,3.2,-3.0,34,114,39,4,129,Matches
403,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-315,1993,27.1,1486,1694,87.7,23752,6335,774,832,93.0,607,682,89.0,82,121,67.8,2,1.9,2.2,+0.1,17,146,33,2,165,Matches
404,Nathan Patterson,sct SCO,"DF,FW",Everton,23-190,2001,2.3,77,105,73.3,1294,504,38,39,97.4,32,49,65.3,6,14,42.9,0,0.3,0.3,-0.3,2,7,4,2,7,Matches
405,Andreas Pereira,br BRA,MF,Fulham,29-113,1996,20.4,624,905,69.0,11362,3622,288,345,83.5,239,306,78.1,84,202,41.6,4,4.3,4.2,-0.3,54,64,19,4,98,Matches
406,Ricardo Pereira,pt POR,DF,Leicester City,31-200,1993,3.3,149,181,82.3,2402,677,73,84,86.9,64,76,84.2,9,10,90.0,0,0.0,0.1,0.0,0,16,0,0,13,Matches
407,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-143,1995,13.5,426,537,79.3,8392,2418,160,193,82.9,201,232,86.6,59,95,62.1,0,0.2,0.5,-0.2,5,48,6,1,49,Matches
408,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-075,2002,3.7,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,Matches
409,Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,23-075,2002,5.3,95,131,72.5,1536,414,54,64,84.4,30,41,73.2,6,12,50.0,0,0.2,0.2,-0.2,5,7,4,3,10,Matches
410,Jordan Pickford,eng ENG,GK,Everton,31-048,1994,33.0,899,1370,65.6,28986,21888,131,132,99.2,376,382,98.4,391,846,46.2,1,0.4,0.2,+0.6,2,66,8,0,0,Matches
411,Ethan Pinnock,jm JAM,DF,Brentford,31-330,1993,21.3,924,1080,85.6,17045,6094,360,382,94.2,472,528,89.4,84,145,57.9,0,1.2,0.7,-1.2,8,48,4,1,41,Matches
412,Daniel Podence,pt POR,"MF,FW",Wolves,29-185,1995,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
413,Alfie Pond,eng ENG,DF,Wolves,21-054,2004,0.0,1,1,100.0,23,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
414,Nick Pope,eng ENG,GK,Newcastle Utd,33-005,1992,23.0,471,655,71.9,12173,7422,100,101,99.0,240,244,98.4,129,307,42.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
415,Pedro Porro,es ESP,DF,Tottenham,25-223,1999,27.4,1324,1802,73.5,23083,9131,651,744,87.5,512,646,79.3,133,301,44.2,6,4.0,4.3,+2.0,54,120,55,26,147,Matches
416,Jarell Quansah,eng ENG,DF,Liverpool,22-085,2003,3.5,206,228,90.4,3720,1253,75,77,97.4,115,126,91.3,13,20,65.0,0,0.1,0.2,-0.1,1,18,1,0,12,Matches
417,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-193,2001,1.6,46,70,65.7,1445,1110,8,8,100.0,21,21,100.0,17,41,41.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
418,Aaron Ramsdale,eng ENG,GK,Southampton,26-345,1998,25.0,675,1033,65.3,18762,14526,192,193,99.5,256,267,95.9,221,560,39.5,0,0.0,0.1,0.0,0,32,1,0,0,Matches
419,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-331,2001,16.5,470,550,85.5,6225,1446,324,352,92.0,117,139,84.2,14,19,73.7,3,2.1,2.1,+0.9,18,30,20,1,64,Matches
420,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-175,1997,10.9,253,343,73.8,3508,868,168,201,83.6,56,85,65.9,14,28,50.0,1,2.1,1.4,-1.1,15,13,16,8,21,Matches
421,Marcus Rashford,eng ENG,FW,Aston Villa,27-175,1997,4.9,117,164,71.3,1772,447,67,77,87.0,36,47,76.6,9,25,36.0,2,2.3,2.1,-0.3,13,2,9,2,13,Matches
422,David Raya,es ESP,GK,Arsenal,29-221,1995,34.0,946,1265,74.8,22305,15298,266,268,99.3,491,499,98.4,188,493,38.1,0,0.0,0.1,0.0,0,39,1,0,12,Matches
423,Harrison Reed,eng ENG,MF,Fulham,30-087,1995,1.0,39,54,72.2,550,138,21,24,87.5,13,16,81.3,2,5,40.0,0,0.1,0.1,-0.1,1,1,1,0,4,Matches
424,Remy Rees-Dottin,eng ENG,FW,Bournemouth,19-049,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
425,Sergio Reguilón,es ESP,DF,Tottenham,28-129,1996,1.4,73,105,69.5,1144,410,33,44,75.0,36,47,76.6,3,9,33.3,0,0.0,0.2,0.0,1,11,2,1,12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
426,Bobby Reid,jm JAM,FW,Leicester City,32-081,1993,7.8,139,198,70.2,1795,552,86,106,81.1,37,49,75.5,4,14,28.6,2,1.2,0.2,+0.8,6,8,5,0,14,Matches
427,Vitor Reis,br BRA,DF,Manchester City,19-102,2006,0.0,2,2,100.0,50,10,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
428,Chadi Riad,ma MAR,DF,Crystal Palace,21-311,2003,1.0,70,82,85.4,1411,568,24,28,85.7,38,41,92.7,8,13,61.5,0,0.0,0.0,0.0,0,8,1,0,7,Matches
429,Declan Rice,eng ENG,MF,Arsenal,26-100,1999,28.6,1285,1536,83.7,21932,5804,634,685,92.6,514,569,90.3,112,227,49.3,7,6.4,5.5,+0.6,55,123,34,5,175,Matches
430,Chris Richards,us USA,DF,Crystal Palace,25-027,2000,17.4,583,719,81.1,10347,3673,239,268,89.2,289,320,90.3,46,104,44.2,0,0.1,0.6,-0.1,2,20,0,0,34,Matches
431,Richarlison,br BRA,FW,Tottenham,27-349,1997,4.3,54,84,64.3,846,272,28,37,75.7,16,28,57.1,6,8,75.0,1,0.9,0.6,+0.1,4,7,4,2,10,Matches
432,Andrew Robertson,sct SCO,DF,Liverpool,31-044,1994,24.6,1405,1688,83.2,23582,7509,689,730,94.4,600,690,87.0,99,212,46.7,0,4.1,3.9,-4.1,38,139,27,15,163,Matches
433,Antonee Robinson,us USA,DF,Fulham,27-259,1997,32.2,1482,1936,76.5,25356,9277,710,821,86.5,629,797,78.9,124,219,56.6,10,4.1,3.8,+5.9,41,109,50,26,120,Matches
434,Jay Robinson,eng ENG,MF,Southampton,18-040,2007,0.0,4,4,100.0,40,6,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
435,Rodri,es ESP,MF,Manchester City,28-306,1996,0.7,57,61,93.4,1056,250,25,26,96.2,24,27,88.9,7,7,100.0,0,0.0,0.1,0.0,1,3,1,0,4,Matches
436,Guido Rodríguez,ar ARG,MF,West Ham,31-012,1994,11.3,419,498,84.1,7149,2000,201,230,87.4,180,197,91.4,32,51,62.7,0,0.1,0.1,-0.1,3,36,1,0,31,Matches
437,Mads Roerslev,dk DEN,DF,Brentford,25-304,1999,12.2,422,536,78.7,6925,2249,205,233,88.0,179,224,79.9,27,49,55.1,2,3.0,2.1,-1.0,14,37,11,4,51,Matches
438,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22-272,2002,30.7,606,820,73.9,8871,3021,345,424,81.4,180,235,76.6,44,55,80.0,8,6.9,4.2,+1.1,45,69,51,2,113,Matches
439,Cristian Romero,ar ARG,DF,Tottenham,26-362,1998,15.7,1094,1223,89.5,20402,8197,370,405,91.4,630,665,94.7,80,126,63.5,0,0.6,0.8,-0.6,7,109,8,1,71,Matches
440,Georginio Rutter,fr FRA,"MF,FW",Brighton,23-004,2002,18.4,237,355,66.8,3344,1174,144,187,77.0,74,111,66.7,10,16,62.5,3,2.5,1.7,+0.5,19,30,16,1,67,Matches
441,José Sá,pt POR,GK,Wolves,32-097,1993,25.0,482,773,62.4,12711,8829,98,99,99.0,264,272,97.1,119,397,30.0,0,0.1,0.0,-0.1,2,17,1,0,2,Matches
442,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-231,2001,16.2,470,626,75.1,7266,2140,279,310,90.0,134,185,72.4,41,85,48.2,10,6.7,6.9,+3.3,49,13,32,10,61,Matches
443,Mohamed Salah,eg EGY,FW,Liverpool,32-313,1992,32.5,785,1101,71.3,11755,3340,444,530,83.8,261,375,69.6,53,86,61.6,18,12.1,7.5,+5.9,75,49,80,13,127,Matches
444,William Saliba,fr FRA,DF,Arsenal,24-031,2001,31.3,2272,2411,94.2,39194,11808,952,995,95.7,1192,1241,96.1,119,148,80.4,0,0.9,1.3,-0.9,7,175,6,0,134,Matches
445,Robert Sánchez,es ESP,GK,Chelsea,27-157,1997,27.0,768,1064,72.2,18368,12213,187,188,99.5,402,418,96.2,176,447,39.4,0,0.0,0.0,0.0,1,23,1,0,1,Matches
446,Jadon Sancho,eng ENG,FW,Chelsea,25-030,2000,18.4,622,754,82.5,8411,1947,386,433,89.1,200,238,84.0,13,26,50.0,4,3.4,3.0,+0.6,35,25,46,0,86,Matches
447,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-143,1997,3.1,117,149,78.5,1700,531,71,80,88.8,38,47,80.9,6,11,54.5,1,0.4,0.1,+0.6,3,9,2,0,12,Matches
448,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-348,1992,7.5,239,345,69.3,4059,1476,108,125,86.4,84,110,76.4,30,62,48.4,2,1.6,1.8,+0.4,13,31,17,2,47,Matches
449,Jeremy Sarmiento,ec ECU,MF,Brighton,22-312,2002,0.1,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
450,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-058,1998,26.6,438,658,66.6,6582,1956,237,317,74.8,165,233,70.8,21,44,47.7,4,7.0,5.6,-3.0,37,26,36,8,76,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
451,Sávio,br BRA,"FW,MF",Manchester City,21-014,2004,19.3,676,836,80.9,10078,1700,412,459,89.8,222,277,80.1,31,54,57.4,8,6.8,6.0,+1.2,44,19,47,8,66,Matches
452,Oliver Scarles,eng ENG,DF,West Ham,19-133,2005,6.6,260,333,78.1,3880,1062,157,177,88.7,91,109,83.5,10,34,29.4,0,0.0,0.1,0.0,1,9,5,1,21,Matches
453,Dane Scarlett,eng ENG,"FW,MF",Tottenham,21-031,2004,0.4,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,0,0,0,1,Matches
454,Kevin Schade,de GER,FW,Brentford,23-148,2001,21.5,279,475,58.7,4339,1249,155,224,69.2,98,163,60.1,17,41,41.5,2,3.3,1.6,-1.3,19,29,9,3,32,Matches
455,Fabian Schär,ch SUI,DF,Newcastle Utd,33-125,1991,27.7,1391,1670,83.3,27785,10793,486,526,92.4,735,795,92.5,162,318,50.9,0,0.4,0.8,-0.4,5,124,10,0,87,Matches
456,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-122,1992,1.1,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5,Matches
457,Alex Scott,eng ENG,MF,Bournemouth,21-246,2003,6.8,233,277,84.1,3775,1167,117,131,89.3,94,103,91.3,16,26,61.5,0,0.8,0.8,-0.8,9,35,4,0,48,Matches
458,Matz Sels,be BEL,GK,Nott'ham Forest,33-057,1992,33.0,441,880,50.1,16937,14650,69,69,100.0,128,131,97.7,244,668,36.5,0,0.0,0.1,0.0,1,38,2,0,1,Matches
459,Nélson Semedo,pt POR,DF,Wolves,31-159,1993,27.6,924,1155,80.0,14149,4189,499,548,91.1,348,420,82.9,53,113,46.9,4,2.6,1.3,+1.4,19,61,22,9,66,Matches
460,Antoine Semenyo,gh GHA,FW,Bournemouth,25-107,2000,31.4,713,972,73.4,10210,2622,432,508,85.0,227,296,76.7,30,79,38.0,4,5.7,4.1,-1.7,44,47,44,8,103,Matches
461,Marcos Senesi,ar ARG,DF,Bournemouth,27-349,1997,11.2,493,643,76.7,10211,5319,176,200,88.0,232,270,85.9,80,160,50.0,0,0.2,0.5,-0.2,3,73,12,3,51,Matches
462,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-341,2000,3.6,61,83,73.5,869,232,40,50,80.0,14,20,70.0,3,5,60.0,2,0.6,0.5,+1.4,5,2,1,0,4,Matches
463,Luke Shaw,eng ENG,DF,Manchester Utd,29-286,1995,0.9,102,116,87.9,1725,624,55,59,93.2,39,43,90.7,8,12,66.7,0,0.3,0.2,-0.3,2,6,1,1,7,Matches
464,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-289,2005,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
465,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-257,1994,25.7,1284,1477,86.9,19677,3579,713,776,91.9,480,541,88.7,66,101,65.3,4,4.2,3.7,-0.2,44,70,30,7,109,Matches
466,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-266,1999,9.2,113,185,61.1,1602,445,64,83,77.1,34,57,59.6,6,14,42.9,1,2.9,1.8,-1.9,14,4,9,3,16,Matches
467,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-356,2006,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
468,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-171,2005,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
469,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-311,1999,2.6,73,93,78.5,1067,200,44,48,91.7,22,32,68.8,5,5,100.0,1,1.4,1.3,-0.4,9,6,2,2,6,Matches
470,Oliver Skipp,eng ENG,MF,Leicester City,24-220,2000,9.6,320,383,83.6,4778,1194,167,191,87.4,121,131,92.4,16,27,59.3,0,0.3,0.3,-0.3,9,28,4,0,25,Matches
471,William Smallbone,ie IRL,MF,Southampton,25-062,2000,6.8,242,313,77.3,3918,1086,116,133,87.2,102,120,85.0,16,45,35.6,0,0.6,0.8,-0.6,9,10,3,2,23,Matches
472,Adam Smith,eng ENG,DF,Bournemouth,33-360,1991,14.7,415,548,75.7,6761,2196,200,228,87.7,178,226,78.8,24,68,35.3,0,0.2,0.2,-0.2,6,39,6,3,39,Matches
473,Emile Smith Rowe,eng ENG,MF,Fulham,24-270,2000,20.3,819,910,90.0,11768,2274,471,511,92.2,307,322,95.3,18,26,69.2,2,1.1,1.7,+0.9,18,73,15,1,116,Matches
474,Dominic Solanke,eng ENG,FW,Tottenham,27-222,1997,22.8,248,345,71.9,3322,913,151,197,76.6,64,83,77.1,12,18,66.7,3,2.9,1.1,+0.1,14,27,9,0,45,Matches
475,Carlos Soler,es ESP,"MF,FW",West Ham,28-112,1997,15.0,530,623,85.1,8264,2216,286,303,94.4,198,231,85.7,29,54,53.7,1,1.2,1.3,-0.2,14,41,11,0,52,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
476,Julio Soler,ar ARG,FW,Bournemouth,20-067,2005,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
477,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-236,1999,2.9,61,91,67.0,955,258,30,44,68.2,22,33,66.7,5,7,71.4,0,0.5,0.4,-0.5,8,2,5,3,4,Matches
478,Tomáš Souček,cz CZE,MF,West Ham,30-056,1995,24.0,600,817,73.4,10071,2803,297,377,78.8,228,297,76.8,58,84,69.0,1,1.0,1.2,0.0,14,57,8,1,66,Matches
479,Boubakary Soumaré,fr FRA,MF,Leicester City,26-056,1999,21.2,964,1112,86.7,14611,3923,524,570,91.9,375,428,87.6,37,53,69.8,0,0.4,0.9,-0.4,11,90,13,2,93,Matches
480,Djed Spence,eng ENG,DF,Tottenham,24-258,2000,15.8,850,979,86.8,12151,3586,503,535,94.0,289,331,87.3,30,52,57.7,2,1.7,1.3,+0.3,10,72,16,7,94,Matches
481,Jay Stansfield,eng ENG,MF,Fulham,22-151,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
482,Jason Steele,eng ENG,GK,Brighton,34-249,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
483,Jack Stephens,eng ENG,DF,Southampton,31-087,1994,11.9,729,792,92.0,12666,3598,289,312,92.6,387,408,94.9,39,48,81.3,0,0.2,0.3,-0.2,3,46,5,0,49,Matches
484,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-137,1994,4.8,138,179,77.1,1762,352,91,105,86.7,38,51,74.5,2,3,66.7,2,0.5,0.5,+1.5,8,4,9,2,17,Matches
485,Ross Stewart,sct SCO,"FW,MF",Southampton,28-287,1996,2.0,43,55,78.2,628,59,20,23,87.0,20,23,87.0,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches
486,Jakub Stolarczyk,pl POL,GK,Leicester City,24-126,2000,6.0,152,224,67.9,4176,3245,47,47,100.0,46,47,97.9,58,129,45.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
487,John Stones,eng ENG,"DF,MF",Manchester City,30-331,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,Matches
488,Jørgen Strand Larsen,no NOR,FW,Wolves,25-077,2000,26.5,262,414,63.3,3398,632,162,228,71.1,65,104,62.5,12,16,75.0,2,2.4,1.0,-0.4,19,17,4,1,26,Matches
489,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-300,2000,16.3,689,862,79.9,10831,3323,366,415,88.2,272,328,82.9,35,73,47.9,1,2.2,2.5,-1.2,17,43,21,9,68,Matches
490,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-068,2002,11.6,224,284,78.9,3297,501,139,156,89.1,69,83,83.1,11,26,42.3,1,0.7,0.7,+0.3,9,6,10,6,24,Matches
491,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-176,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches
492,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-212,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches
493,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-181,2000,24.3,996,1178,84.6,15375,3055,548,615,89.1,317,360,88.1,81,112,72.3,3,5.1,4.5,-2.1,43,74,31,5,110,Matches
494,Matt Targett,eng ENG,DF,Newcastle Utd,29-218,1995,0.2,14,15,93.3,187,49,9,10,90.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,0,Matches
495,James Tarkowski,eng ENG,DF,Everton,32-156,1992,32.5,1045,1290,81.0,22119,8229,337,399,84.5,525,571,91.9,173,276,62.7,1,2.9,2.4,-1.9,16,83,11,0,75,Matches
496,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26-033,1999,17.3,525,723,72.6,8934,2689,253,293,86.3,219,280,78.2,44,101,43.6,5,2.8,2.5,+2.2,36,61,29,9,99,Matches
497,Charlie Taylor,eng ENG,DF,Southampton,31-218,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches
498,Jack Taylor,ie IRL,MF,Ipswich Town,26-305,1998,6.7,260,319,81.5,4585,1304,113,131,86.3,123,142,86.6,19,34,55.9,0,0.5,0.8,-0.5,5,27,8,1,37,Matches
499,Mathys Tel,fr FRA,FW,Tottenham,19-362,2005,5.5,124,165,75.2,2261,408,57,66,86.4,51,69,73.9,16,23,69.6,0,0.9,0.8,-0.9,9,9,9,4,12,Matches
500,Kenny Tete,nl NED,DF,Fulham,29-197,1995,15.0,592,728,81.3,9544,3187,311,340,91.5,212,266,79.7,50,78,64.1,2,0.7,0.5,+1.3,5,53,6,4,42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
